id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_1185,127,239,105,370,426,101,215,172,103,78,123,236,205,264,124
sample_1186,125,236,101,362,424,104,210,168,112,86,129,236,209,266,122
sample_1187,119,236,105,366,426,107,210,172,106,84,123,239,205,264,124
sample_1188,121,236,109,362,426,104,215,172,112,86,123,242,205,268,124
sample_1189,127,242,109,364,428,107,210,172,112,84,127,245,213,272,122
sample_1190,121,239,105,364,426,104,210,168,106,80,125,236,213,262,124
sample_1191,119,239,105,368,424,104,210,159,109,86,121,239,205,264,124
sample_1192,125,239,109,372,426,98,215,168,97,82,127,239,209,264,122
sample_1193,125,236,113,372,424,104,215,168,100,78,127,239,213,261,122
sample_1194,125,239,105,372,422,104,215,164,100,78,127,239,209,262,124
sample_1195,121,236,105,368,422,98,210,172,106,86,121,233,209,262,122
sample_1196,123,239,105,372,422,101,215,164,106,80,129,239,213,264,124
sample_1197,119,239,105,362,424,107,215,168,100,82,121,236,205,262,124
sample_1198,125,239,105,372,424,104,215,159,100,82,127,239,205,264,124
sample_1199,125,239,109,372,424,101,215,168,103,80,125,242,205,262,122
sample_1200,123,239,109,372,422,107,215,168,100,80,127,239,209,261,124
sample_1201,119,239,113,362,426,104,210,172,100,86,123,236,213,264,124
sample_1202,127,239,109,372,428,104,215,168,103,80,123,233,209,261,124
sample_1203,125,242,105,372,426,98,215,172,103,80,125,239,213,261,124
sample_1204,119,233,109,362,428,104,210,164,109,86,123,239,205,264,124
sample_1205,123,239,113,372,428,104,215,168,100,82,125,245,205,261,122
sample_1206,119,233,113,364,424,104,210,164,106,82,123,242,205,266,124
sample_1207,127,242,109,372,426,101,215,172,100,78,127,239,209,261,124
sample_1208,119,236,113,368,424,98,210,172,106,82,121,236,205,264,122
sample_1209,119,236,109,364,424,98,210,172,100,80,129,236,213,270,124
sample_1210,125,239,109,368,426,101,215,172,100,82,127,239,209,264,124
sample_1211,121,239,105,368,424,107,210,172,109,86,123,239,209,262,124
sample_1212,119,242,109,364,426,98,215,176,103,82,119,242,213,270,122
sample_1213,123,233,109,370,426,101,215,164,100,80,125,239,209,261,124
sample_1214,125,239,109,370,422,101,215,172,100,80,127,233,209,261,124
sample_1215,127,239,113,372,428,101,215,168,100,82,127,239,213,261,124
sample_1216,123,236,105,364,422,104,210,172,106,86,119,233,201,264,124
sample_1217,121,233,101,364,428,104,215,172,97,86,125,239,213,270,124
sample_1218,125,239,109,372,422,98,210,168,106,80,127,236,209,262,122
sample_1219,123,239,113,372,422,101,215,172,100,78,125,239,205,261,124
sample_1220,121,242,109,362,426,107,215,172,97,86,127,242,205,266,124
sample_1221,127,236,109,368,428,107,210,172,106,84,127,236,201,264,122
sample_1222,127,236,113,368,428,104,215,168,103,80,127,233,209,262,122
sample_1223,119,236,101,364,426,104,215,172,106,86,125,239,209,268,124
sample_1224,125,233,105,372,426,101,215,172,100,78,125,239,205,262,124
sample_1225,125,245,105,364,426,104,210,168,109,80,125,233,205,268,122
sample_1226,125,233,105,370,428,101,210,172,106,78,127,233,213,262,124
sample_1227,123,239,109,368,422,107,215,159,106,86,129,233,209,264,122
sample_1228,119,236,105,364,424,104,215,176,106,82,129,236,209,270,122
sample_1229,121,236,105,370,428,104,215,172,106,80,123,239,213,262,124
sample_1230,121,233,113,362,422,107,210,176,109,86,125,236,213,262,122
sample_1231,125,239,105,372,428,101,215,172,100,80,123,239,205,261,124
sample_1232,125,245,105,372,426,101,215,168,106,78,125,239,209,261,124
sample_1233,125,239,105,370,426,101,215,164,106,78,127,242,205,264,124
sample_1234,123,239,105,368,426,107,215,164,103,86,123,239,201,266,122
sample_1235,125,239,101,362,426,107,210,172,109,84,125,239,209,264,124
sample_1236,119,236,105,364,426,107,210,164,106,86,121,239,205,262,122
sample_1237,125,239,101,364,422,107,210,172,97,80,125,233,209,262,122
sample_1238,129,239,113,370,424,101,215,164,106,80,127,239,205,261,124
sample_1239,125,239,109,372,428,101,210,168,103,80,127,239,209,264,124
sample_1240,125,239,101,368,428,107,215,164,100,82,123,242,205,264,122
sample_1241,125,239,105,368,426,98,215,172,106,82,125,239,205,264,124
sample_1242,119,239,113,364,426,107,210,172,106,82,121,236,213,264,122
sample_1243,129,245,105,362,428,101,210,168,100,82,129,242,213,272,122
sample_1244,119,233,105,364,426,107,210,172,112,84,123,239,205,266,124
sample_1245,119,233,105,366,424,98,210,168,97,86,123,236,201,266,124
sample_1246,129,239,109,372,426,101,215,172,106,78,129,239,213,264,124
sample_1247,127,236,109,372,424,104,215,172,100,80,125,239,209,261,124
sample_1248,121,236,105,368,428,107,210,172,106,84,121,239,209,262,124
sample_1249,119,236,105,361,426,107,210,172,106,86,125,236,213,264,124
sample_1250,121,239,109,368,424,107,215,159,106,80,127,239,205,262,124
sample_1251,121,236,105,370,424,101,215,176,106,86,125,233,213,264,122
sample_1252,125,239,109,372,428,107,215,168,103,80,125,239,209,261,124
sample_1253,121,239,105,368,422,104,215,164,106,80,123,239,209,262,122
sample_1254,123,236,105,361,424,98,215,159,106,84,121,236,205,266,124
sample_1255,121,239,109,364,426,107,215,172,109,82,119,233,205,268,124
sample_1256,127,239,113,372,428,104,215,172,106,78,125,239,209,261,124
sample_1257,125,242,105,368,426,101,215,164,100,80,127,239,205,262,124
sample_1258,119,239,105,362,426,107,215,172,100,86,123,236,205,262,124
sample_1259,129,236,105,364,428,104,210,164,103,86,123,239,213,266,122
sample_1260,121,239,113,372,428,101,215,168,100,80,127,239,205,261,122
sample_1261,121,239,105,362,428,104,215,164,112,86,125,239,209,264,124
sample_1262,123,236,105,366,426,104,210,164,106,86,125,233,209,262,122
sample_1263,123,239,109,370,424,101,215,168,103,82,127,236,209,261,122
sample_1264,127,245,105,364,424,104,210,172,106,82,125,233,205,272,122
sample_1265,129,239,105,372,426,104,215,172,106,78,129,239,205,261,124
sample_1266,119,236,105,364,424,107,210,172,106,86,123,236,209,266,124
sample_1267,125,245,105,370,422,104,215,168,106,80,127,239,209,261,124
sample_1268,129,239,113,372,426,107,215,164,100,78,125,239,205,261,124
sample_1269,119,239,113,361,422,107,210,172,112,82,125,233,205,270,124
sample_1270,125,239,109,372,426,101,210,168,97,82,123,239,209,261,124
sample_1271,125,239,113,372,426,107,215,172,100,78,125,239,213,261,124
sample_1272,129,233,113,372,426,107,215,168,100,80,125,245,209,262,124
sample_1273,125,236,101,364,426,104,210,164,109,86,119,239,209,264,124
sample_1274,125,239,105,370,428,101,215,172,106,82,123,239,213,262,124
sample_1275,127,233,113,370,422,104,215,168,97,78,125,239,209,261,124
sample_1276,127,233,109,372,424,101,215,164,103,82,125,236,205,261,124
sample_1277,125,233,105,366,424,107,210,176,106,84,121,242,205,270,124
sample_1278,127,233,109,370,426,101,215,172,100,82,127,233,209,261,124
sample_1279,129,239,109,372,428,98,215,168,100,78,123,239,209,262,124
sample_1280,125,239,105,372,424,101,215,172,103,78,129,239,205,261,124
sample_1281,125,242,101,370,428,110,210,159,106,82,129,245,205,272,122
sample_1282,121,239,113,368,422,107,215,164,100,78,127,239,209,262,124
sample_1283,121,239,109,370,422,107,215,164,97,80,125,233,209,261,124
sample_1284,127,245,105,372,428,104,215,164,103,78,125,239,205,261,124
sample_1285,121,236,109,364,428,104,210,164,109,86,127,236,205,264,124
sample_1286,127,236,109,370,422,101,215,164,106,82,129,239,209,261,124
sample_1287,125,242,109,370,426,101,215,164,106,80,127,239,205,261,124
sample_1288,125,245,105,372,428,107,210,168,109,82,127,245,209,266,124
sample_1289,129,239,105,368,424,101,215,164,100,78,123,239,205,261,124
sample_1290,119,239,109,370,428,104,210,164,100,86,121,239,205,268,124
sample_1291,129,245,101,364,426,107,210,164,109,80,127,239,213,264,122
sample_1292,121,242,109,370,428,104,210,172,109,86,127,236,213,264,124
sample_1293,127,233,105,364,426,104,210,168,109,82,127,245,213,272,122
sample_1294,125,239,113,368,428,101,215,172,97,80,125,239,205,262,124
sample_1295,125,239,113,370,428,101,215,168,97,78,125,239,205,261,124
sample_1296,129,239,105,361,428,104,215,172,106,86,125,239,205,264,124
sample_1297,125,239,109,370,424,101,215,172,97,80,125,245,205,261,122
sample_1298,129,239,105,370,428,101,215,172,103,80,129,236,205,262,122
sample_1299,119,236,109,361,426,101,210,164,103,86,121,236,213,264,124
sample_1300,121,236,113,364,422,104,210,168,97,84,121,236,205,268,124
sample_1301,125,239,113,370,426,101,215,168,100,78,127,239,213,261,122
sample_1302,125,233,105,362,422,98,210,159,106,86,121,239,213,264,122
sample_1303,129,233,105,370,426,98,215,172,100,82,127,236,205,262,124
sample_1304,127,233,105,372,422,101,215,168,97,80,125,242,205,261,124
sample_1305,121,236,109,366,426,98,210,159,106,82,121,233,205,264,124
sample_1306,125,245,101,364,428,107,210,168,103,82,127,242,213,272,122
sample_1307,119,236,101,364,422,104,210,172,106,86,121,239,213,264,124
sample_1308,125,245,105,372,428,104,210,172,109,84,127,245,213,270,122
sample_1309,127,245,105,362,428,104,210,164,109,82,125,242,209,272,122
sample_1310,123,239,105,368,424,101,215,172,103,80,129,233,209,261,124
sample_1311,123,236,105,368,428,107,215,172,103,86,119,236,205,264,124
sample_1312,129,239,109,372,428,104,215,164,97,78,125,239,205,262,124
sample_1313,127,239,105,368,422,104,215,164,97,80,127,239,205,261,124
sample_1314,125,236,113,364,424,98,210,164,109,82,125,236,205,262,124
sample_1315,125,239,109,372,428,107,210,168,100,78,127,239,213,261,124
sample_1316,125,239,105,370,426,101,215,172,100,82,125,236,209,264,124
sample_1317,119,236,105,364,428,104,215,172,97,86,125,239,205,264,124
sample_1318,119,236,113,364,424,107,210,172,106,82,121,233,209,264,122
sample_1319,119,233,105,370,424,107,210,176,100,86,125,233,213,268,122
sample_1320,125,239,109,372,426,101,215,172,97,78,127,239,205,262,124
sample_1321,125,239,109,372,422,98,215,168,106,78,127,239,209,262,122
sample_1322,121,239,105,370,426,104,215,168,100,80,125,239,205,261,124
sample_1323,127,245,109,364,424,98,210,159,103,84,127,245,205,268,122
sample_1324,127,239,109,370,428,104,215,172,106,82,129,239,213,264,124
sample_1325,129,236,105,361,424,107,215,164,106,86,121,233,205,268,124
sample_1326,123,236,109,362,424,107,210,172,97,82,125,233,205,266,122
sample_1327,125,245,101,370,428,107,210,159,109,82,125,239,213,272,122
sample_1328,119,236,105,364,428,101,215,176,109,82,121,239,209,266,122
sample_1329,119,233,105,362,426,104,210,172,106,82,121,239,205,270,122
sample_1330,129,236,105,372,426,101,215,168,100,78,127,239,213,261,122
sample_1331,129,236,105,370,428,107,210,172,109,82,119,242,205,262,124
sample_1332,129,236,105,362,422,104,210,172,106,86,127,236,205,264,122
sample_1333,127,236,105,372,428,101,215,168,106,78,125,239,205,264,124
sample_1334,119,236,105,364,426,107,210,172,109,82,121,239,209,266,122
sample_1335,125,239,105,370,424,101,215,168,100,80,129,239,213,261,124
sample_1336,125,242,105,362,424,104,210,172,106,84,125,233,209,262,124
sample_1337,129,239,109,370,428,101,215,172,100,82,127,233,205,261,124
sample_1338,119,242,109,362,426,101,210,172,106,84,125,236,209,264,124
sample_1339,127,236,105,364,426,98,215,172,106,82,129,236,213,262,124
sample_1340,127,245,109,364,428,101,215,164,106,82,127,233,209,272,122
sample_1341,119,236,113,362,424,110,210,168,100,86,121,242,205,264,124
sample_1342,129,245,105,364,428,104,215,168,100,82,127,239,213,268,122
sample_1343,119,236,101,364,426,104,215,176,106,84,123,239,205,266,122
sample_1344,123,236,105,361,426,98,210,172,97,86,121,236,205,262,124
sample_1345,129,239,109,370,428,107,215,168,100,78,129,233,213,264,124
sample_1346,125,239,109,370,426,101,215,159,103,82,127,239,209,262,124
sample_1347,123,239,109,370,426,101,215,164,100,78,125,239,209,262,124
sample_1348,127,245,109,370,424,98,215,172,100,80,125,236,205,262,124
sample_1349,121,236,101,370,422,104,210,172,103,86,123,236,213,264,124
sample_1350,125,239,113,372,428,101,215,168,103,80,125,245,205,261,124
sample_1351,119,239,105,370,428,104,210,176,106,86,129,233,209,262,124
sample_1352,127,239,105,372,428,107,215,172,97,82,125,233,209,261,122
sample_1353,123,239,109,368,428,101,210,168,106,80,125,245,209,262,124
sample_1354,125,242,113,370,424,101,215,172,109,86,121,236,213,264,124
sample_1355,129,239,109,372,424,101,215,172,103,78,123,239,209,261,124
sample_1356,121,239,109,370,424,98,215,172,106,82,129,239,205,262,124
sample_1357,119,239,113,364,428,107,210,176,100,86,121,236,213,262,124
sample_1358,123,239,109,372,422,101,215,172,100,78,129,239,209,262,124
sample_1359,127,239,109,372,424,101,215,164,106,82,123,239,209,261,124
sample_1360,127,236,109,364,428,104,210,164,100,82,125,245,213,272,122
sample_1361,125,239,109,366,426,104,210,172,112,82,121,233,205,262,122
sample_1362,129,239,105,364,428,104,210,159,97,86,125,233,209,270,124
sample_1363,127,242,105,364,426,107,210,164,109,82,127,245,213,262,122
sample_1364,125,239,109,361,422,107,210,172,109,80,121,236,213,264,122
sample_1365,125,242,109,372,424,101,215,168,100,80,127,239,205,261,124
sample_1366,125,233,113,364,426,104,215,172,103,84,123,233,205,264,122
sample_1367,129,239,105,372,424,98,215,164,100,78,123,239,205,261,124
sample_1368,127,242,109,372,428,98,215,168,106,80,129,239,213,262,124
sample_1369,127,242,109,372,428,107,215,164,100,80,129,239,213,262,124
sample_1370,127,239,105,370,424,104,215,168,103,82,125,239,209,264,124
sample_1371,129,242,109,364,426,98,210,159,109,82,127,245,209,272,122
sample_1372,125,239,109,372,426,107,215,164,103,82,125,239,205,262,124
sample_1373,129,242,109,364,428,104,210,164,106,82,127,242,209,264,122
sample_1374,125,239,109,370,426,107,215,172,106,78,127,233,205,264,124
sample_1375,127,239,105,372,422,104,215,168,106,80,125,239,213,261,124
sample_1376,127,233,101,370,428,107,215,164,106,84,125,236,205,266,122
sample_1377,121,239,105,372,424,107,215,172,100,78,125,239,209,264,124
sample_1378,127,239,109,370,428,101,215,176,100,80,127,239,209,264,124
sample_1379,125,233,109,372,426,101,215,168,100,80,125,242,209,264,124
sample_1380,127,239,109,370,426,104,215,168,106,82,127,239,209,261,122
sample_1381,129,242,105,364,428,104,210,159,106,82,127,245,209,266,122
sample_1382,125,239,109,370,426,101,215,164,100,78,125,239,209,261,124
sample_1383,125,245,109,370,428,101,215,172,97,80,127,239,209,261,122
sample_1384,121,239,109,364,426,110,215,176,112,86,123,236,205,266,124
sample_1385,129,233,109,362,428,107,215,172,109,82,125,236,205,262,124
sample_1386,121,236,101,368,424,98,210,159,106,86,123,236,205,264,124
sample_1387,121,239,105,370,426,104,210,176,109,84,125,236,205,270,124
sample_1388,119,236,101,362,422,107,215,172,103,82,125,239,205,264,122
sample_1389,129,245,101,368,428,104,215,164,106,82,125,245,213,270,122
sample_1390,127,239,109,372,426,101,215,168,97,78,127,239,209,262,124
sample_1391,121,239,105,364,426,104,215,172,97,86,123,239,205,266,124
sample_1392,129,239,105,370,426,98,215,164,97,78,125,239,213,261,124
sample_1393,125,239,105,370,426,98,215,172,97,78,127,236,209,261,122
sample_1394,119,233,101,361,424,104,210,172,106,86,125,236,205,262,124
sample_1395,125,239,109,372,422,101,215,172,100,80,125,236,213,262,124
sample_1396,119,236,105,362,426,104,210,172,109,86,121,236,205,264,124
sample_1397,121,236,105,368,422,104,210,164,109,82,121,236,205,270,124
sample_1398,129,239,113,370,428,101,210,168,100,78,127,233,205,261,124
sample_1399,123,239,105,372,426,101,215,172,106,78,127,239,209,261,124
sample_1400,121,242,105,370,424,101,215,172,106,80,125,233,213,261,124
sample_1401,129,239,105,368,426,101,215,168,103,80,129,239,213,261,124
sample_1402,119,236,105,362,426,107,210,176,100,82,125,236,209,264,124
sample_1403,121,239,113,364,428,98,210,172,109,86,125,236,205,264,122
sample_1404,125,239,109,372,428,104,210,172,106,78,125,239,205,264,124
sample_1405,119,236,105,364,426,101,210,172,106,82,123,242,201,264,124
sample_1406,121,233,105,366,426,104,215,172,109,86,119,236,201,270,122
sample_1407,119,236,113,364,426,107,210,159,97,84,121,236,209,262,122
sample_1408,123,239,109,361,428,107,215,172,112,86,125,236,205,264,124
sample_1409,127,236,109,366,428,107,210,164,109,80,127,242,213,272,122
sample_1410,121,233,105,364,424,107,210,159,112,86,121,236,205,270,122
sample_1411,121,239,113,368,424,101,215,172,100,82,121,236,209,264,124
sample_1412,119,236,109,366,428,107,210,159,106,84,125,242,205,264,124
sample_1413,119,233,105,364,426,107,210,164,106,86,125,233,209,262,124
sample_1414,125,245,101,368,428,107,210,172,109,80,125,242,205,262,122
sample_1415,129,242,109,372,426,101,215,176,103,78,125,239,205,261,124
sample_1416,125,239,105,372,428,104,215,172,97,78,127,236,205,261,122
sample_1417,119,236,105,362,426,104,210,172,109,84,123,239,209,262,124
sample_1418,127,245,113,368,422,101,215,168,106,78,125,245,209,262,124
sample_1419,125,239,113,368,426,107,215,164,106,82,129,239,205,261,124
sample_1420,127,239,113,370,428,101,215,172,103,80,125,239,205,261,124
sample_1421,121,236,113,366,428,107,215,164,109,86,123,233,205,266,124
sample_1422,121,236,109,370,428,107,210,164,109,86,125,236,209,262,124
sample_1423,119,236,105,361,428,104,215,172,112,82,123,236,205,268,122
sample_1424,119,236,109,362,424,110,210,172,109,84,123,233,205,270,124
sample_1425,121,236,105,364,428,104,215,164,100,80,121,233,213,264,124
sample_1426,125,239,113,370,428,104,215,168,103,82,127,239,213,262,124
sample_1427,123,239,109,370,428,104,210,164,109,82,123,242,205,264,124
sample_1428,121,233,105,362,422,107,210,176,106,84,125,242,213,266,124
sample_1429,125,242,109,370,422,101,215,168,97,80,125,236,209,264,124
sample_1430,125,242,101,366,426,110,210,164,109,82,127,233,213,264,122
sample_1431,125,233,101,364,428,101,210,164,106,80,129,245,213,272,122
sample_1432,121,233,105,364,426,104,215,172,100,84,121,236,209,264,124
sample_1433,119,239,101,364,422,104,215,172,109,82,121,236,209,262,124
sample_1434,119,239,113,361,424,107,210,172,97,86,121,239,213,264,124
sample_1435,127,233,113,372,426,107,215,172,100,80,127,236,205,261,122
sample_1436,129,239,109,368,426,101,215,168,97,78,123,236,213,262,124
sample_1437,121,239,109,364,426,98,210,164,112,86,123,239,213,262,122
sample_1438,119,242,113,364,426,107,210,172,97,86,123,239,205,264,122
sample_1439,121,236,109,361,426,101,210,172,109,86,129,236,205,262,122
sample_1440,129,233,105,364,422,110,210,164,106,80,125,236,213,266,124
sample_1441,123,236,113,370,424,107,215,164,97,78,125,239,205,261,124
sample_1442,121,239,105,364,428,107,210,172,109,86,125,242,209,262,122
sample_1443,127,239,109,372,426,98,215,168,100,80,123,239,205,261,124
sample_1444,125,239,105,372,426,104,215,168,100,80,125,239,209,261,122
sample_1445,119,233,109,362,422,104,215,159,106,86,121,233,205,264,124
sample_1446,125,245,101,364,428,107,210,164,109,82,127,245,213,272,122
sample_1447,127,236,113,364,426,104,210,168,106,86,121,236,205,266,124
sample_1448,121,236,109,372,428,98,215,172,100,78,127,239,209,262,122
sample_1449,129,233,113,372,428,101,215,164,100,82,129,239,205,261,124
sample_1450,121,242,109,364,424,107,210,168,106,86,121,236,209,266,124
sample_1451,119,236,109,361,426,107,210,172,112,84,125,239,201,266,124
sample_1452,125,239,109,368,422,104,215,172,100,82,129,239,209,262,124
sample_1453,125,236,113,372,424,104,215,168,103,78,129,239,209,261,124
sample_1454,127,239,109,370,426,104,215,168,100,78,125,233,209,261,124
sample_1455,121,239,109,372,424,104,215,168,103,80,123,239,209,261,122
sample_1456,121,239,109,362,426,110,210,172,97,86,123,236,205,264,124
sample_1457,123,236,105,362,426,98,215,159,100,86,121,239,209,262,124
sample_1458,119,233,113,364,426,104,210,164,112,86,129,233,201,270,124
sample_1459,125,239,105,372,422,107,215,168,100,78,129,239,205,261,124
sample_1460,119,236,105,362,422,104,210,172,100,84,125,236,205,264,124
sample_1461,123,236,105,366,422,98,210,159,103,80,121,242,213,268,124
sample_1462,129,239,105,370,424,107,210,164,97,82,121,233,213,266,122
sample_1463,119,236,105,364,422,107,215,159,109,86,127,233,213,262,122
sample_1464,119,233,105,362,426,107,210,159,97,86,125,233,209,262,124
sample_1465,127,236,113,362,422,110,215,172,106,86,121,236,205,262,124
sample_1466,121,239,113,372,424,101,215,164,103,80,123,239,209,261,124
sample_1467,129,233,105,366,424,104,210,168,103,82,121,236,209,264,124
sample_1468,125,239,109,372,428,98,215,172,97,80,125,239,205,264,124
sample_1469,121,239,101,364,428,104,215,172,106,86,123,242,201,266,124
sample_1470,121,236,113,364,422,107,215,172,109,84,125,233,213,262,124
sample_1471,125,239,113,372,424,101,215,172,103,78,125,239,205,261,124
sample_1472,127,236,109,370,428,104,215,168,100,82,125,239,209,261,124
sample_1473,125,239,105,372,426,101,215,172,100,78,127,239,209,264,124
sample_1474,127,245,109,362,426,107,210,159,106,82,129,245,205,272,122
sample_1475,119,236,105,370,428,101,210,168,106,84,125,236,205,264,124
sample_1476,127,239,109,370,428,101,215,164,106,78,129,239,209,261,124
sample_1477,129,245,101,362,428,110,210,164,109,82,125,245,209,270,122
sample_1478,125,239,109,370,428,101,215,172,100,78,129,239,205,262,124
sample_1479,125,239,113,364,428,104,210,168,106,86,125,239,209,268,124
sample_1480,119,239,105,361,426,101,215,168,112,82,125,239,213,262,122
sample_1481,129,233,113,370,426,101,215,172,106,78,129,236,205,264,122
sample_1482,129,233,105,370,426,104,215,164,106,78,125,239,205,261,124
sample_1483,123,236,105,362,426,107,210,164,106,86,129,242,205,268,122
sample_1484,125,239,109,370,428,98,215,164,97,80,127,233,209,261,122
sample_1485,123,239,105,361,428,104,210,172,109,86,121,239,213,270,122
sample_1486,127,239,113,364,428,98,215,159,106,80,121,236,213,264,124
sample_1487,121,233,105,361,422,110,210,172,106,80,123,239,205,262,124
sample_1488,119,239,113,364,428,107,210,159,106,86,127,236,213,264,124
sample_1489,129,239,105,370,426,101,215,168,103,80,129,239,205,261,124
sample_1490,125,245,105,370,422,104,215,168,100,82,127,236,205,261,124
sample_1491,129,239,105,370,424,107,215,172,100,78,125,245,209,261,122
sample_1492,119,233,105,362,428,98,215,176,109,86,125,236,205,262,122
sample_1493,125,239,109,372,424,101,215,168,100,80,125,239,205,262,124
sample_1494,121,239,109,368,426,101,210,172,109,82,125,236,205,264,122
sample_1495,125,239,105,372,428,101,215,172,100,80,129,239,205,264,124
sample_1496,121,239,109,372,422,101,215,164,97,78,127,239,205,261,124
sample_1497,127,245,105,368,428,107,210,164,109,84,125,233,209,272,122
sample_1498,127,236,105,364,428,107,210,172,106,82,125,233,205,264,124
sample_1499,119,242,105,361,428,107,215,172,103,86,125,239,205,268,122
sample_1500,125,233,113,370,424,101,215,172,97,78,129,242,209,264,124
sample_1501,119,236,109,362,422,107,210,172,109,86,125,236,205,264,124
sample_1502,119,236,109,368,428,107,215,164,106,86,125,233,205,264,124
sample_1503,127,245,105,364,428,104,215,164,103,82,129,245,213,272,124
sample_1504,125,239,109,370,428,101,215,164,103,80,125,236,213,262,124
sample_1505,127,236,109,368,424,104,215,176,100,78,127,242,205,264,122
sample_1506,119,236,109,361,428,104,210,172,106,84,123,233,205,270,124
sample_1507,125,236,109,372,428,104,210,172,112,82,127,245,213,270,122
sample_1508,129,236,105,364,428,110,210,164,109,80,129,245,209,272,122
sample_1509,119,239,105,370,426,101,215,172,112,82,123,233,205,264,122
sample_1510,129,239,105,362,428,107,215,172,106,86,121,236,205,268,124
sample_1511,127,245,109,362,428,104,215,164,103,80,127,236,213,272,122
sample_1512,125,239,109,370,426,104,215,164,100,80,125,239,213,264,124
sample_1513,127,245,105,366,424,107,210,164,112,82,125,233,213,270,122
sample_1514,119,239,109,364,428,104,215,164,103,86,123,242,205,264,124
sample_1515,121,236,109,370,424,104,215,168,106,80,127,239,213,261,124
sample_1516,127,233,101,362,426,110,210,164,112,82,125,233,209,272,122
sample_1517,125,239,109,372,428,107,215,159,103,78,129,233,213,264,124
sample_1518,119,242,105,366,428,101,210,164,106,86,125,242,209,268,124
sample_1519,119,239,105,366,428,104,210,172,106,84,123,242,209,266,124
sample_1520,119,236,113,362,424,110,215,164,97,82,125,233,209,266,122
sample_1521,125,239,105,368,428,104,215,168,100,80,123,239,209,264,122
sample_1522,119,242,109,361,422,98,210,172,103,86,121,233,213,264,122
sample_1523,129,239,101,368,426,104,215,164,106,82,127,236,205,268,124
sample_1524,119,239,105,362,426,110,210,172,103,86,123,236,205,264,122
sample_1525,119,239,101,364,422,104,210,172,106,86,121,236,205,268,122
sample_1526,123,233,105,361,426,101,210,159,106,82,125,236,209,262,124
sample_1527,119,233,101,364,426,110,215,172,109,86,119,236,209,264,124
sample_1528,125,236,109,364,428,107,210,172,106,80,125,239,205,262,124
sample_1529,125,239,105,370,422,104,210,168,100,78,129,236,209,264,122
sample_1530,123,239,113,372,424,98,215,168,100,80,125,239,209,262,124
sample_1531,129,239,101,364,428,107,210,164,103,82,127,245,213,268,122
sample_1532,121,239,109,368,426,107,215,172,109,80,121,236,209,262,124
sample_1533,127,242,105,370,428,104,210,164,100,80,125,242,209,264,122
sample_1534,127,239,109,372,422,98,215,168,106,82,129,239,209,262,124
sample_1535,119,239,101,362,422,104,210,172,109,86,121,236,213,264,124
sample_1536,127,233,109,364,428,107,210,159,106,82,127,236,213,272,124
sample_1537,125,236,105,372,428,101,210,159,112,82,125,242,205,272,122
sample_1538,129,239,109,368,424,101,215,168,97,80,123,239,209,261,124
sample_1539,119,233,113,364,426,107,215,159,109,82,125,239,209,266,124
sample_1540,129,239,113,370,426,101,215,164,97,78,127,239,205,261,124
sample_1541,129,239,109,372,424,101,215,168,100,80,127,239,205,261,124
sample_1542,127,239,101,366,422,107,215,172,106,82,121,233,205,270,124
sample_1543,119,236,105,364,428,104,210,159,109,86,125,236,205,264,124
sample_1544,119,233,105,364,428,104,210,168,112,82,123,236,213,266,122
sample_1545,127,245,109,372,426,101,215,168,100,80,129,239,209,261,122
sample_1546,125,236,109,366,424,101,210,176,106,84,121,236,205,262,124
sample_1547,119,239,113,364,424,110,210,172,109,80,127,236,205,262,122
sample_1548,129,239,113,370,422,101,215,164,100,80,125,239,209,262,124
sample_1549,119,233,109,366,428,104,215,164,109,86,123,239,205,264,124
sample_1550,125,245,109,370,422,98,215,159,97,78,127,233,205,262,124
sample_1551,121,239,105,362,426,98,215,172,109,84,125,236,205,264,124
sample_1552,125,236,105,368,426,110,215,176,97,86,125,236,205,268,122
sample_1553,129,245,105,366,428,107,215,164,109,82,127,233,213,268,122
sample_1554,123,236,109,368,426,107,210,172,106,86,121,239,205,268,124
sample_1555,125,239,109,372,426,101,215,172,97,80,127,239,209,261,124
sample_1556,121,236,105,364,424,107,210,172,97,84,121,242,205,264,124
sample_1557,127,239,113,370,428,101,215,164,97,80,127,233,205,261,124
sample_1558,125,239,109,372,428,104,215,172,100,78,125,236,205,261,122
sample_1559,123,239,109,370,422,101,215,172,100,82,127,239,213,261,124
sample_1560,121,236,101,364,428,107,215,172,100,86,119,236,205,264,122
sample_1561,119,236,105,366,426,104,210,172,106,86,125,239,205,266,124
sample_1562,123,239,109,372,426,104,215,164,100,80,127,242,213,262,124
sample_1563,119,236,101,366,422,107,210,164,106,80,125,239,205,262,124
sample_1564,123,242,105,364,422,110,210,168,106,80,123,242,201,266,124
sample_1565,121,233,109,370,428,104,215,172,103,80,129,242,209,264,124
sample_1566,127,236,105,372,424,107,215,168,97,78,125,233,213,262,124
sample_1567,129,239,109,372,422,101,215,172,103,80,129,239,209,264,124
sample_1568,125,236,113,370,422,104,215,172,100,78,123,239,209,261,124
sample_1569,129,242,105,366,428,110,210,164,109,84,127,245,205,272,122
sample_1570,119,236,113,370,428,98,215,172,106,84,123,239,209,266,124
