Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
8364,60,8500,1Fam,5,5,3,0,6,1998,1728,3,GasA,Y,987,0,2006,166043.052607012
8365,,9150,1Fam,5,4,2,0,7,2007,1112,3,GasA,Y,1696,0,2007,201668.890540056
8366,88,10208,1Fam,5,5,2,0,6,1931,970,3,GasA,Y,1158,0,2006,92812.7732912692
8367,80,11924,1Fam,8,5,1,0,8,2010,1416,3,GasA,Y,1378,0,2006,234227.69667406
8368,70,6380,1Fam,6,3,1,0,7,1977,1136,3,GasA,Y,1719,0,2007,125156.202856527
8369,50,6120,1Fam,4,5,2,1,6,1994,1064,2,GasA,Y,1855,0,2006,142646.518388988
8370,24,11000,1Fam,6,4,1,1,5,1949,1734,3,GasA,Y,988,0,2009,137631.702687265
8371,88,10020,1Fam,5,7,2,1,6,1900,858,2,GasA,N,1561,0,2009,135667.936458275
8372,,8450,1Fam,8,7,1,1,7,2003,770,3,GasA,Y,987,0,2007,163239.81260048
8373,66,14601,2fmCon,9,7,2,0,5,2006,1383,3,GasA,Y,1768,0,2010,289661.647334244
8374,86,9600,1Fam,6,5,1,1,9,2006,712,4,GasA,N,1339,0,2008,158200.520466057
8375,24,11924,1Fam,5,4,2,0,6,1977,761,4,GasA,N,2418,0,2006,185081.453623915
8376,79,10240,1Fam,5,6,2,0,8,1996,190,3,GasA,Y,1696,0,2009,168621.323017632
8377,100,12003,1Fam,5,7,2,1,4,1959,740,3,GasA,Y,1194,0,2008,137820.730582701
8378,,5062,1Fam,5,5,1,0,6,1959,1097,2,GasA,Y,1069,0,2006,135269.254374026
8379,60,11500,1Fam,6,5,2,0,7,2005,270,2,GasA,Y,1775,0,2007,196321.567022537
8380,50,8990,1Fam,6,7,1,0,5,1965,994,2,GasA,Y,1096,0,2008,108789.285780491
8381,50,3182,Duplex,7,5,1,0,10,2009,938,4,GasA,Y,988,0,2007,154593.074635351
8382,78,11475,1Fam,7,5,2,0,6,1954,0,3,GasA,N,1077,0,2007,135940.024357491
8383,,10206,1Fam,8,5,1,1,6,1993,672,3,GasA,Y,1801,0,2009,185965.279073014
8384,70,8640,1Fam,6,4,2,0,7,2003,600,3,GasA,Y,1603,0,2007,156572.36879793
8385,89,9200,1Fam,6,5,1,1,6,1937,1127,6,GasA,Y,1829,0,2006,185103.387710193
8386,,22950,1Fam,7,7,1,0,8,1958,894,3,GasA,Y,1092,0,2010,170066.955047033
8387,,3010,1Fam,4,5,2,0,6,1979,319,2,GasA,Y,1192,0,2009,103952.576955599
8388,60,11888,1Fam,6,5,2,0,6,1940,868,4,GasA,Y,1344,0,2008,162290.734412368
8389,78,6000,1Fam,3,6,2,1,8,1923,768,3,GasA,Y,1385,0,2009,122383.309320214
8390,78,8546,1Fam,6,5,1,1,7,2006,680,3,GasA,Y,1838,0,2007,189563.843700916
8391,65,8125,1Fam,5,5,1,1,6,1977,894,4,GasA,Y,1674,0,2007,178499.060557931
8392,,9525,TwnhsE,5,8,2,0,4,2003,672,2,GasA,Y,1092,0,2008,110309.573488456
8393,,11249,1Fam,6,5,1,1,5,1995,1518,2,GasA,Y,1464,0,2010,187916.836850111
8394,,10634,1Fam,4,6,2,0,5,1923,540,4,GasA,N,1468,0,2006,139476.024958355
8395,,9430,1Fam,5,5,1,0,4,1962,1868,2,GasA,Y,1226,0,2007,190085.115964312
8396,88,12030,1Fam,5,4,2,1,7,1953,884,3,GasA,Y,1392,0,2007,148190.648667318
8397,,16659,1Fam,4,6,1,1,8,2004,1258,3,GasA,Y,1694,0,2009,174843.841569889
8398,64,11210,1Fam,7,5,1,0,7,1945,650,3,GasA,Y,936,0,2009,158418.718344293
8399,68,13811,1Fam,5,5,2,0,6,1977,1058,2,GasA,Y,1094,0,2006,174874.225082433
8400,35,13101,1Fam,7,6,2,1,8,1945,894,3,GasA,Y,1387,0,2006,141214.888730008
8401,,8004,Twnhs,8,5,1,0,6,2008,848,3,GasA,Y,928,0,2006,193917.682683904
8402,,5720,1Fam,6,5,2,0,7,1968,876,3,GasA,N,899,0,2009,101215.4988588
8403,96,11029,Duplex,7,5,1,0,5,2005,1064,2,GasA,Y,1217,0,2008,162235.797540637
8404,67,10000,1Fam,5,6,2,1,6,1993,912,3,GasA,Y,3493,0,2008,201892.408042834
8405,100,8633,1Fam,8,5,2,1,5,2005,778,2,GasA,Y,925,0,2007,187775.087162595
8406,63,7472,Twnhs,7,5,1,0,7,1976,1413,2,GasA,Y,1516,0,2009,198341.672833258
8407,101,34650,1Fam,7,5,2,0,8,1999,1947,5,GasA,Y,1432,0,2006,255666.739686194
8408,60,12464,1Fam,4,5,2,0,7,2007,1092,4,GasA,Y,1252,0,2008,155610.829383631
8409,85,17423,1Fam,6,7,1,0,11,1980,504,2,GasA,N,1344,0,2006,144510.511296906
8410,106,7301,1Fam,6,5,1,1,8,1960,1584,3,GasA,Y,2035,0,2007,185970.693594762
8411,81,5000,1Fam,6,5,2,0,7,2003,1144,5,GasA,Y,1316,0,2009,136128.83125164
8412,,10240,1Fam,5,5,2,0,8,1970,1216,2,GasA,Y,1779,0,2007,166347.710653226
8413,52,2522,1Fam,5,5,1,0,5,1997,483,4,GasA,Y,2121,0,2009,155852.673040435
8414,77,8500,1Fam,8,4,2,0,6,2006,1453,3,GasA,Y,1068,0,2010,225123.659179144
8415,65,4928,1Fam,5,7,1,0,9,1967,880,2,GasA,Y,1978,0,2008,176403.002818689
8416,69,9375,1Fam,7,9,3,1,6,1955,1190,3,GasA,Y,767,0,2008,160194.194094742
8417,,13811,1Fam,7,5,2,0,5,1980,1533,4,GasA,N,1852,0,2009,230268.395955937
8418,70,1300,1Fam,6,5,2,0,6,1957,1416,3,GasA,Y,1392,0,2008,158785.819567493
8419,77,8197,1Fam,7,6,1,0,8,1949,1844,3,GasA,Y,2022,0,2006,213282.137850898
8420,,2117,TwnhsE,6,5,2,0,11,2009,938,3,GasA,Y,1232,0,2008,156537.930013682
8421,73,10800,1Fam,5,5,3,0,10,1977,1477,3,GasA,Y,943,0,2007,175265.217304315
8422,24,10012,1Fam,7,5,2,0,11,2008,1650,3,GasA,Y,1069,0,2009,222937.880107811
8423,44,12456,1Fam,5,5,2,1,7,2007,1522,4,GasA,Y,768,0,2007,200844.561968506
8424,24,9965,1Fam,6,7,2,0,4,1918,836,2,GasA,Y,1954,0,2008,189069.438979961
8425,58,10106,1Fam,7,3,2,0,6,2006,0,2,Grav,Y,1774,0,2009,194571.616433017
8426,78,8405,1Fam,9,5,1,0,4,1964,1573,2,GasA,Y,1248,0,2009,258128.100738289
8427,73,4438,1Fam,5,5,2,1,6,1998,1109,3,GasA,Y,2794,0,2010,209478.156813904
8428,67,10140,1Fam,6,6,2,1,4,1986,968,3,GasA,Y,1200,0,2008,185013.120999984
8429,80,13400,1Fam,5,5,2,1,4,1985,955,3,GasA,Y,1588,0,2007,180707.65893715
8430,70,8846,1Fam,5,5,1,0,6,1993,1053,3,GasA,Y,1432,0,2008,190699.678281777
8431,75,7758,1Fam,5,7,2,0,8,1984,768,3,GasW,Y,925,0,2006,120009.114098326
8432,,12342,1Fam,6,9,1,0,6,1960,1324,3,GasA,Y,1092,0,2009,132080.622982095
8433,68,6155,1Fam,8,5,1,0,7,1954,1362,3,GasA,Y,520,0,2009,191460.825433269
8434,70,10084,1Fam,5,5,1,0,6,1966,1370,2,GasA,Y,1095,0,2007,159829.13569153
8435,60,12354,1Fam,5,5,1,1,4,1916,0,3,GasA,Y,1486,0,2007,162237.237733523
8436,60,14963,2fmCon,5,5,2,0,8,1958,864,4,GasA,N,1159,0,2006,103844.598156736
8437,49,5825,1Fam,5,5,2,0,5,2000,0,2,GasA,Y,1148,0,2010,160592.19304223
8438,70,10386,1Fam,5,5,2,1,5,1959,994,3,GasA,Y,2138,0,2006,187461.918072674
8439,,14260,1Fam,7,5,1,0,9,2003,1686,2,GasA,Y,1561,0,2009,250208.665919846
8440,78,16226,TwnhsE,6,6,1,1,5,1956,1145,3,Grav,Y,2223,0,2008,195026.513879726
8441,100,9950,1Fam,5,5,2,0,4,1939,894,5,GasA,Y,1692,0,2008,115974.495696852
8442,60,8520,1Fam,7,5,1,0,6,1954,1113,5,GasA,Y,923,0,2007,156188.30838898
8443,75,22950,1Fam,7,5,2,0,8,1920,702,4,GasA,Y,2794,0,2009,250421.141965337
8444,,10655,1Fam,8,5,2,0,8,1977,1040,2,GasA,Y,1517,0,2008,227623.001173869
8445,60,8125,1Fam,5,6,2,0,4,2005,789,3,GasA,N,904,0,2009,114099.436128215
8446,86,13869,1Fam,5,7,1,1,6,1926,832,3,GasA,N,972,0,2009,145043.043202048
8447,65,6629,TwnhsE,6,5,2,0,6,2003,941,3,GasA,Y,1573,0,2006,142943.646770914
8448,,9000,1Fam,5,6,2,1,12,1941,848,3,GasA,Y,910,0,2007,147288.725588614
8449,50,10150,1Fam,5,5,2,0,6,1918,686,3,GasA,Y,2715,0,2008,107639.742696329
8450,72,12704,1Fam,7,5,2,1,6,1890,948,3,GasA,Y,1340,0,2006,130726.445186766
8451,50,9144,1Fam,5,6,2,2,7,1940,1107,3,GasA,Y,1768,0,2009,163236.714855578
8452,65,18800,2fmCon,5,5,2,0,6,1961,630,3,GasA,Y,1456,0,2008,128284.851837164
8453,313,11782,1Fam,8,7,1,1,4,1912,612,3,GasA,Y,1501,0,2007,173579.871897312
8454,50,13072,1Fam,7,5,1,1,7,1962,676,3,GasA,Y,2262,0,2008,159584.582155115
8455,50,8892,1Fam,4,5,2,1,6,2000,731,3,GasA,Y,2030,0,2006,189268.205298043
8456,34,10800,1Fam,4,8,1,1,5,1967,894,3,GasA,Y,1242,0,2009,109942.066767243
8457,69,12589,1Fam,6,6,1,0,5,2006,1040,3,GasA,Y,2084,0,2007,193278.99701481
8458,68,16226,1Fam,7,5,1,0,5,2008,1541,3,GasA,Y,1184,0,2009,203259.871419464
8459,74,11844,1Fam,5,5,1,0,5,1946,982,3,GasA,Y,1640,0,2006,168191.503318129
8460,66,13693,1Fam,8,7,1,0,6,1941,1626,4,GasA,Y,1721,0,2010,247644.467931976
8461,80,8123,1Fam,5,5,2,1,11,1987,1041,4,GasA,Y,1092,0,2010,136383.035759538
8462,60,11120,1Fam,7,5,2,0,5,1998,1127,4,GasA,Y,2000,0,2009,227650.273250768
8463,,12274,1Fam,5,5,2,1,6,1908,1486,3,GasA,Y,2090,0,2007,158454.784956659
8464,58,8760,1Fam,7,7,2,0,7,1959,770,2,GasA,Y,1392,0,2006,153212.102423756
8465,80,9531,1Fam,6,8,1,0,6,1959,1698,3,GasA,Y,1614,0,2007,190606.40227443
8466,80,2887,TwnhsE,5,6,2,0,6,2006,884,2,GasA,Y,2224,0,2009,184153.439684741
8467,95,14585,1Fam,6,5,2,0,6,1968,860,3,GasA,N,1288,0,2006,126286.163440433
8468,50,13472,1Fam,5,8,2,0,5,1880,1269,2,GasA,N,1520,0,2006,146157.753536121
8469,66,11694,1Fam,6,6,2,0,6,2002,848,3,GasA,Y,875,0,2008,136469.569677477
8470,,8402,1Fam,7,3,1,0,4,1949,1766,2,GasA,Y,2057,0,2006,215842.48015641
8471,70,10800,1Fam,6,5,2,0,5,1978,972,3,GasA,Y,2090,0,2008,189665.896187375
8472,69,2289,1Fam,6,7,1,0,6,1954,1090,2,GasA,Y,1484,0,2008,155391.0029232
8473,,10624,1Fam,6,5,1,0,9,2009,636,3,GasA,Y,914,0,2006,154926.080105154
8474,73,8544,1Fam,6,7,1,0,11,1955,689,3,GasA,Y,2332,0,2008,194178.365316092
8475,57,1526,1Fam,6,5,2,1,4,1973,637,3,GasA,Y,1719,0,2009,116508.583383774
8476,67,14559,TwnhsE,6,6,2,1,5,1967,1396,2,GasA,Y,1911,0,2009,187390.612225808
8477,100,10208,1Fam,7,5,1,0,7,1995,525,3,GasA,Y,1355,0,2010,186417.236917133
8478,75,11340,1Fam,9,7,2,0,9,1972,1084,2,GasA,Y,912,0,2006,203434.011386396
8479,,6435,1Fam,6,5,1,1,6,1910,1860,2,GasA,Y,1053,0,2010,161425.080969461
8480,,4251,1Fam,7,5,2,0,6,2010,1606,3,GasA,Y,2414,0,2009,263998.104990696
8481,24,17104,1Fam,7,5,2,0,8,1972,963,3,GasW,Y,1113,0,2006,171927.961845414
8482,67,16659,TwnhsE,4,7,2,1,7,1979,1008,2,GasA,Y,1683,0,2006,144995.725688546
8483,50,10041,1Fam,6,5,2,1,5,2002,546,3,GasA,Y,875,0,2008,139156.616280039
8484,88,10125,1Fam,5,4,2,0,6,1914,458,3,GasA,Y,1908,0,2009,150132.205816453
8485,,11275,1Fam,10,5,2,0,6,1918,908,2,GasA,Y,2519,0,2009,290387.830335322
8486,50,10880,1Fam,4,6,2,0,8,1978,1468,3,GasA,Y,1317,0,2007,139510.431368533
8487,40,9200,1Fam,4,7,0,0,6,1952,1838,3,GasA,Y,848,0,2009,151740.82223443
8488,70,9549,1Fam,7,5,2,0,4,1963,1572,3,GasA,Y,2466,0,2008,250696.914194117
8489,,13125,1Fam,6,8,1,0,7,2005,1092,3,GasA,Y,1663,0,2010,185457.113500647
8490,50,19900,TwnhsE,7,6,2,0,5,2005,1092,3,GasA,Y,1839,0,2009,190460.223460415
8491,56,11841,1Fam,7,5,2,0,8,1880,1107,2,GasA,Y,1686,0,2010,173011.720352293
8492,105,8814,1Fam,5,5,1,0,7,1959,1372,2,GasA,Y,1726,0,2007,156095.753783959
8493,60,11341,1Fam,5,7,1,0,9,1946,940,3,GasA,Y,2466,0,2006,195571.312001853
8494,92,8480,1Fam,9,5,2,1,8,2003,732,3,GasA,Y,1792,0,2009,251774.56747017
8495,55,6270,1Fam,4,6,3,0,12,1923,993,3,GasA,Y,2172,0,2009,147399.070788031
8496,95,6762,1Fam,5,6,2,1,7,1952,864,3,GasA,Y,1486,0,2006,99195.1245747665
8497,66,6120,1Fam,6,6,1,1,5,1963,872,2,GasA,Y,1097,0,2008,161970.324189974
8498,106,8172,1Fam,4,5,2,1,8,1967,1383,3,GasA,Y,1668,0,2009,166840.60535504
8499,30,10386,1Fam,5,7,2,0,5,1918,938,3,GasA,Y,1479,0,2006,121414.793826022
8500,120,8738,TwnhsE,7,5,1,0,10,1974,1728,4,GasA,Y,789,0,2009,138329.708026488
8501,,12224,1Fam,7,6,1,1,6,2007,1362,2,GasA,N,894,0,2006,234054.014538608
8502,80,9375,1Fam,8,5,2,0,5,1961,900,3,GasA,Y,864,0,2010,175060.836575635
8503,,9480,Duplex,5,5,1,1,8,1915,832,2,GasA,Y,1710,0,2009,85302.5061225622
8504,33,4590,1Fam,6,5,1,1,6,2003,1078,2,GasA,Y,864,0,2006,152283.355018652
8505,72,6371,Twnhs,7,5,1,0,7,1940,1440,3,GasA,Y,1056,0,2009,120510.652817588
8506,50,40094,1Fam,6,7,1,0,6,1922,672,3,GasA,N,1978,0,2008,211096.973670358
8507,100,6240,1Fam,7,5,1,0,4,1916,970,2,GasA,Y,1786,0,2008,136722.801362507
8508,24,11841,1Fam,5,5,1,0,7,1995,0,2,GasA,Y,2374,0,2008,173835.116857925
8509,34,8125,1Fam,7,5,1,1,9,2004,912,3,GasA,Y,1419,0,2008,209308.335357488
8510,,10918,TwnhsE,5,5,2,0,8,2004,1581,3,GasA,Y,1716,0,2008,202795.791927471
8511,74,10800,1Fam,7,5,1,0,5,2004,1125,3,GasA,Y,1216,0,2010,188537.31982289
8512,80,6762,1Fam,6,5,1,1,5,1997,384,3,GasA,N,1973,0,2009,168107.656592298
8513,60,13474,TwnhsE,4,5,2,1,5,1963,1095,3,GasA,Y,1639,0,2008,167247.916643662
8514,70,19900,1Fam,8,5,2,0,7,1936,2223,4,GasA,Y,904,0,2008,232228.753973463
8515,80,10175,1Fam,4,6,2,0,8,1971,1277,2,GasA,Y,894,0,2009,112357.147641228
8516,88,8400,Twnhs,5,5,1,0,5,1996,861,3,GasA,Y,1072,0,2006,100143.376680462
8517,,8462,1Fam,7,5,1,0,7,1992,1013,5,GasA,N,1605,0,2010,200089.511340541
8518,75,10200,1Fam,5,5,1,0,5,2006,1417,3,GasA,Y,1710,0,2009,200879.246006632
8519,82,10142,1Fam,5,5,1,0,4,1988,1559,3,GasA,Y,1929,0,2006,229337.466216089
8520,70,13072,1Fam,7,7,1,0,7,1958,861,3,GasA,Y,1474,0,2006,174226.692839717
8521,,10832,1Fam,7,5,1,0,6,1957,806,3,GasA,Y,3112,0,2010,225483.949748442
8522,50,10665,1Fam,7,5,2,0,8,1974,798,3,GasA,Y,1470,0,2010,160848.658861116
8523,69,8820,Duplex,6,4,2,0,5,1920,992,3,GasA,Y,1136,0,2007,116360.748322575
8524,21,10400,1Fam,5,5,2,0,7,1920,1143,3,GasA,Y,1228,0,2008,120932.652893133
8525,,18450,1Fam,3,5,1,0,4,2005,1148,4,GasA,Y,2259,0,2007,180339.781894167
8526,60,11275,1Fam,8,7,2,1,6,1979,1299,3,GasA,Y,864,0,2008,191682.338745622
8527,75,9900,1Fam,5,7,2,1,4,1936,1304,3,GasA,Y,1824,0,2006,175044.569156369
8528,72,7000,1Fam,7,6,2,0,7,1924,617,3,GasA,Y,864,0,2009,144228.174679386
8529,,9317,1Fam,9,6,2,0,5,1999,927,5,GasA,Y,2054,0,2010,264441.269231573
8530,50,7200,1Fam,6,7,2,1,7,1993,856,3,GasA,Y,1296,0,2006,177313.016014729
8531,,12886,1Fam,6,5,2,1,7,1983,1163,2,GasA,Y,1872,0,2006,223975.515425557
8532,76,10140,TwnhsE,8,5,1,0,7,1979,0,3,GasA,Y,1214,0,2008,167820.193053758
8533,74,215245,1Fam,9,5,2,0,6,1941,720,3,GasA,Y,1959,0,2010,276559.524312618
8534,,13758,1Fam,5,5,2,0,5,1910,868,3,GasA,Y,800,0,2006,106475.074768229
8535,60,12243,1Fam,6,5,1,0,4,2007,970,4,GasA,Y,1092,0,2006,114394.676489726
8536,94,13000,Duplex,7,6,1,0,5,1927,0,3,GasA,Y,1978,0,2007,195029.169969114
8537,62,11988,Duplex,7,5,2,0,6,1936,1486,2,GasA,Y,1908,0,2009,162517.651917143
8538,90,11249,1Fam,8,5,2,0,4,1973,1088,3,GasA,Y,2418,0,2006,278267.342778154
8539,76,10625,1Fam,6,5,2,0,8,1997,864,2,GasA,Y,1602,0,2008,192811.26010899
8540,,10900,Duplex,7,5,1,0,4,1995,1065,3,GasA,Y,1470,0,2009,186274.385535888
8541,45,10140,TwnhsE,7,5,2,0,7,1970,1709,2,GasA,Y,848,0,2007,190857.223303518
8542,106,9800,1Fam,6,5,2,0,10,1912,1720,3,GasA,Y,1296,0,2008,148954.851292095
8543,,9020,1Fam,5,3,1,0,6,1977,1184,3,GasA,Y,1208,0,2009,91154.2686502046
8544,,8712,1Fam,6,6,2,0,7,1973,1766,3,GasA,N,1469,0,2007,202568.145859251
8545,60,12464,1Fam,4,5,1,0,6,2002,1844,2,GasA,Y,800,0,2007,160665.388187576
8546,84,4426,1Fam,6,9,2,0,5,1977,832,3,GasA,Y,1510,0,2008,147263.604331625
8547,,8712,TwnhsE,6,8,1,1,8,2006,1768,2,GasA,Y,1501,0,2009,156534.83071212
8548,47,15593,1Fam,6,5,2,0,9,1947,710,2,GasA,Y,1479,0,2009,115818.516121958
8549,57,14154,1Fam,10,5,2,0,7,2005,1713,3,GasA,Y,1922,0,2006,357771.693834342
8550,70,3230,1Fam,5,5,2,1,6,1936,967,3,GasA,Y,1774,0,2008,139397.519027649
8551,80,14215,TwnhsE,5,5,1,1,7,1978,1417,3,GasA,Y,848,0,2010,165280.215466346
8552,63,12615,1Fam,6,6,2,0,6,2007,907,3,GasA,Y,2183,0,2007,224099.145262687
8553,68,7438,1Fam,1,7,2,1,6,2007,993,3,GasA,Y,958,0,2006,152408.941277369
8554,78,9760,Duplex,6,5,1,0,6,1982,1410,3,GasA,Y,1383,0,2007,159414.965713979
8555,97,13891,1Fam,6,5,2,0,8,1970,798,2,GasA,Y,2082,0,2007,195051.494596217
8556,65,8712,1Fam,5,6,1,0,6,1904,783,3,GasA,Y,1586,0,2009,125718.05383928
8557,36,9187,1Fam,6,7,2,1,9,1996,1437,3,GasA,Y,2574,0,2007,250604.751981785
8558,60,12342,1Fam,6,7,1,1,4,2002,1392,2,GasA,Y,1375,0,2006,161833.268549209
8559,78,11645,TwnhsE,8,5,2,0,5,1995,776,2,GasA,Y,928,0,2010,212902.912200352
8560,59,9950,1Fam,6,5,1,0,6,2007,1150,3,GasA,Y,1112,0,2007,154855.03796324
8561,74,7500,1Fam,7,5,1,0,5,1954,806,3,GasA,Y,1709,0,2009,197234.66835405
8562,88,11207,Duplex,7,6,2,1,7,1972,1203,2,GasA,Y,1458,0,2006,178768.530876241
8563,60,5500,TwnhsE,7,5,1,0,7,2007,1080,3,GasA,Y,1319,0,2010,139436.367723752
8564,60,10970,2fmCon,7,5,1,1,9,1971,804,3,GasA,Y,1509,0,2009,151100.944198772
8565,,12822,1Fam,6,3,1,0,7,2007,725,3,GasA,Y,1484,0,2006,156639.14472572
8566,60,8366,1Fam,6,5,2,0,6,1956,896,3,GasA,Y,902,0,2010,119299.852712065
8567,112,10207,1Fam,8,5,1,1,7,2007,1311,5,GasA,Y,1391,0,2008,215497.257682445
8568,,8520,1Fam,6,6,2,0,11,2000,992,2,GasA,Y,1554,0,2007,161557.066382579
8569,100,21872,1Fam,6,5,1,0,5,1916,780,3,GasA,Y,1872,0,2008,166048.878365535
8570,100,9000,1Fam,8,5,1,0,7,1953,832,2,GasA,Y,1336,0,2008,166309.095006945
8571,105,12798,1Fam,6,5,3,1,6,1927,844,4,GasA,Y,1431,0,2010,171861.360742494
8572,78,7892,1Fam,7,6,2,1,9,2005,729,4,GasA,Y,2057,0,2007,229358.802310185
8573,60,9100,1Fam,4,5,1,1,6,1957,672,4,GasA,Y,1244,0,2006,130218.460438658
8574,44,14442,1Fam,7,5,2,0,6,1930,540,3,GasA,Y,1131,0,2008,143903.490532942
8575,62,5600,1Fam,9,5,2,0,7,1963,1120,2,GasA,Y,1044,0,2007,232535.970707951
8576,70,4435,1Fam,6,5,1,1,5,1939,1241,3,GasA,Y,1494,0,2009,157453.242807612
8577,51,8500,1Fam,5,5,1,0,7,1958,1234,2,GasA,Y,999,0,2008,111871.788365542
8578,35,10800,1Fam,6,6,2,0,6,2003,900,3,GasA,Y,2080,0,2009,212946.90517673
8579,,10029,TwnhsE,7,5,2,1,6,1960,729,2,GasA,Y,1978,0,2009,173235.230257324
8580,96,7150,1Fam,8,5,2,0,7,1949,660,3,GasA,Y,1501,0,2007,151574.735845834
8581,,6442,Duplex,5,6,2,0,6,1999,1001,2,GasA,Y,1393,0,2010,155950.242012666
8582,85,13284,1Fam,7,7,2,1,5,1974,893,3,GasA,Y,2097,0,2008,206925.166865153
8583,,7200,1Fam,7,7,2,0,10,2005,2042,3,GasA,Y,1944,0,2010,223876.24225058
8584,62,6173,1Fam,7,5,2,1,4,1960,1604,2,GasA,Y,958,0,2007,206308.409506605
8585,,8536,1Fam,6,7,1,0,8,1960,611,3,GasA,Y,1801,0,2007,177155.080862272
8586,88,6155,1Fam,5,5,2,0,9,1936,672,3,GasA,Y,1358,0,2009,174073.498209515
8587,64,10140,1Fam,6,5,2,0,9,1968,1330,3,GasA,Y,1090,0,2006,147099.093774691
8588,81,7420,1Fam,9,6,2,1,6,2003,1252,2,GasA,Y,1067,0,2007,253108.500975116
8589,92,6380,1Fam,7,5,1,1,8,1990,585,3,GasA,Y,1336,0,2008,159971.489153216
8590,,16059,1Fam,7,5,2,0,8,2006,1926,3,GasA,Y,1258,0,2010,215838.547891264
8591,,8248,1Fam,4,2,2,1,6,2006,1107,4,GasA,Y,1959,0,2006,158416.658916746
8592,72,15750,1Fam,8,5,0,0,7,1970,1442,3,GasA,Y,1682,0,2009,222170.667298285
8593,70,14559,1Fam,5,7,2,0,5,1960,600,3,GasA,Y,1646,0,2007,172044.90893921
8594,70,10593,1Fam,5,5,1,1,6,2005,728,3,GasA,Y,2078,0,2008,168812.921707849
8595,60,13811,1Fam,6,2,1,0,6,1989,1494,3,GasA,Y,1502,0,2008,201046.446057085
8596,50,8978,TwnhsE,8,7,1,0,4,2004,672,2,GasA,Y,894,0,2007,182113.273084952
8597,80,11340,1Fam,5,5,2,1,8,1992,1896,2,GasA,N,912,0,2007,138070.458241794
8598,82,5500,1Fam,4,6,2,0,4,2007,1063,2,GasA,Y,1367,0,2006,169247.079949939
8599,88,8198,TwnhsE,6,6,2,0,9,1960,900,3,GasA,Y,848,0,2008,120179.650693159
8600,60,11194,1Fam,6,6,2,1,6,1971,0,3,GasA,Y,2028,0,2008,184204.97837563
8601,63,9750,1Fam,6,6,1,0,5,1960,1541,3,GasA,Y,1986,0,2006,188766.835237499
8602,75,8160,TwnhsE,4,5,3,0,6,1988,1269,2,GasA,Y,2531,0,2008,190828.941007543
8603,76,7658,1Fam,5,5,2,0,8,1954,540,3,GasA,Y,1268,0,2009,136349.269352305
8604,24,12772,1Fam,4,7,1,1,10,2007,1442,2,GasA,Y,1509,0,2008,214104.534392294
8605,41,11694,1Fam,5,5,1,1,7,1999,855,4,GasA,Y,987,0,2008,133878.527399866
8606,99,9900,1Fam,7,4,2,0,4,2006,1181,3,GasA,N,1572,0,2007,181371.665067107
8607,70,2308,1Fam,7,8,1,0,9,1946,630,3,GasA,Y,1414,0,2007,130785.651656982
8608,80,7227,1Fam,3,5,1,0,8,2005,1453,3,GasA,Y,1387,0,2006,144082.140267755
8609,24,5687,1Fam,7,3,2,0,6,1995,894,2,GasA,Y,2267,0,2007,225427.540656123
8610,,14115,1Fam,6,9,2,0,9,1984,828,3,GasA,Y,1370,0,2008,167573.813193559
8611,45,14260,1Fam,6,5,2,0,6,1958,747,3,GasA,Y,2054,0,2006,140290.601241544
8612,104,16321,1Fam,7,5,2,0,6,1976,1099,2,GasA,Y,2082,0,2006,250174.891833625
8613,70,12227,TwnhsE,3,5,2,0,6,2007,683,4,GasA,Y,1244,0,2008,128246.983753901
8614,80,11340,1Fam,7,5,2,0,8,1975,0,3,GasA,Y,2403,0,2007,189323.630104766
8615,74,21535,1Fam,6,5,1,0,7,2006,1073,5,GasA,Y,1486,0,2007,165773.854576621
8616,,21780,1Fam,6,5,2,0,6,2006,616,2,GasA,Y,1092,0,2008,116317.519993613
8617,,4426,1Fam,6,5,1,0,5,1956,696,3,GasA,Y,1529,0,2008,141717.38134838
8618,94,9100,1Fam,8,5,1,0,7,1900,1086,3,GasA,Y,720,0,2009,139234.455906449
8619,80,10004,1Fam,7,5,0,1,5,2009,1249,3,GasA,Y,1324,0,2010,200541.413625638
8620,66,8235,1Fam,5,8,2,0,5,1998,1184,3,GasA,Y,1500,0,2010,153500.532933971
8621,,9920,TwnhsE,5,5,1,1,4,1965,1032,3,GasA,Y,1382,0,2008,132942.917441244
8622,65,13360,1Fam,7,7,2,1,7,1976,764,3,GasA,N,1376,0,2007,175474.251321303
8623,90,12003,Duplex,5,7,1,0,6,1941,868,3,GasA,Y,2452,0,2009,163664.993322748
8624,,1869,1Fam,7,7,2,0,6,1916,1686,3,GasA,Y,1590,0,2009,179108.549002625
8625,24,13907,1Fam,7,7,1,0,8,2009,1385,4,GasA,Y,960,0,2009,183703.214738946
8626,73,7000,1Fam,7,7,1,0,7,1958,1362,3,GasA,Y,1235,0,2010,152908.037066474
8627,,9000,1Fam,7,5,2,0,6,1939,1518,4,GasA,Y,1110,0,2007,145298.036526259
8628,70,4928,TwnhsE,5,5,2,1,9,1924,804,4,GasA,Y,1768,0,2006,143346.414186715
